Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q96A08,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
O60832,sp|O60832|DKC1_HUMAN,19,22,21,1.1125,1.0279,1.3444,0.21611335844630125,0.16279731445958426,0.24683832329971012
O60841,sp|O60841|IF2P_HUMAN,6,8,4,1.5126,1.3392,1.4741,0.5280378147933483,0.001095727321525992,0.008468651417972465
O60869,sp|O60869|EDF1_HUMAN,2,3,3,2.4085,2.3332,2.3263,1.2363395391683736,8.502097789352433e-07,0.00018817976440433387
O60870,sp|O60870|KIN17_HUMAN,7,6,5,1.7053,1.5328,1.8377,0.7586727235617428,0.0014303629515946645,0.009746918098021246
O60885,sp|O60885|BRD4_HUMAN,1,0,1,,,,,,
O75131,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q96FN4,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q8IYJ1,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q96A23,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
O95741,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q86YQ8,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q9HCH3,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
Q9UBL6,sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN,1,0,1,,,,,,
O75151,sp|O75151|PHF2_HUMAN,6,7,4,1.5819,1.4626,1.4072,0.5693938720361156,0.0007172629605255496,0.007280704509572382
O75152,sp|O75152|ZC11A_HUMAN,3,4,3,0.54362,0.46964,0.78134,-0.7413001844300974,0.012917003107262685,0.039163881567225674
O75155,sp|O75155|CAND2_HUMAN,1,0,0,,,,,,
O75165,sp|O75165|DJC13_HUMAN,0,0,2,,,0.7609,,,
O75251,sp|O75251|NDUS7_HUMAN,1,1,1,,,,,,
O95670,sp|O95670|VATG2_HUMAN;sp|O75348|VATG1_HUMAN,0,0,1,,,,,,
O75348,sp|O95670|VATG2_HUMAN;sp|O75348|VATG1_HUMAN,0,0,1,,,,,,
O75367,sp|O75367|H2AY_HUMAN,5,3,8,0.44144,0.62078,0.83908,-0.6579763125722816,0.03336234277550847,0.07638826069978492
O75376,sp|O75376|NCOR1_HUMAN,1,1,1,,,,,,
O75391,sp|O75391|SPAG7_HUMAN,3,4,1,2.6538,1.9061,,,,
O75400,sp|O75400|PR40A_HUMAN,6,6,4,1.4351,1.0743,0.68204,0.08924502424122724,0.7837678708937115,0.831344834302595
O75475,sp|O75475|PSIP1_HUMAN,6,6,7,1.7117,1.6264,1.8178,0.7812617818102247,0.00020321210123435576,0.00396861280057683
O75494,sp|O75494|SRS10_HUMAN,0,1,0,,,,,,
O75533,sp|O75533|SF3B1_HUMAN,43,45,40,0.76895,0.71932,0.71094,-0.44797712868234835,0.00012311278270222786,0.0027537739090556894
O75534,sp|O75534|CSDE1_HUMAN,1,0,1,,,,,,
O75575,sp|O75575|RPC9_HUMAN,2,3,2,1.4984,1.1709,0.4289,0.046467777588010066,0.9225742258574409,0.9497508309602182
O75607,sp|O75607|NPM3_HUMAN,1,1,1,,,,,,
O75643,sp|O75643|U520_HUMAN,40,36,47,0.80588,0.80532,0.89373,-0.26019221269544573,0.004936323568860088,0.02114657322401999
O75663,sp|O75663|TIPRL_HUMAN,2,5,1,1.525,1.622,,,,
O75683,sp|O75683|SURF6_HUMAN,13,14,17,1.9736,1.911,2.0371,0.9810489030878996,1.1603049962850418e-05,0.0008345658931637582
O75691,sp|O75691|UTP20_HUMAN,31,25,25,0.85194,0.79305,0.9815,-0.1918264090813269,0.0889367984303932,0.15874740364994916
O75694,sp|O75694|NU155_HUMAN,2,2,3,0.72558,0.71416,0.90508,-0.3554853221487187,0.024176816387564942,0.062464615102502424
O75717,sp|O75717|WDHD1_HUMAN,1,2,1,,1.3594,,,,
O75844,sp|O75844|FACE1_HUMAN,1,1,2,,,,,,
O75925,sp|O75925|PIAS1_HUMAN;sp|O75928|PIAS2_HUMAN,2,2,2,0.77799,0.69648,,,,
O75928,sp|O75925|PIAS1_HUMAN;sp|O75928|PIAS2_HUMAN,2,2,2,0.77799,0.69648,,,,
O75940,sp|O75940|SPF30_HUMAN,3,2,2,2.2227,,1.9777,,,
O76021,sp|O76021|RL1D1_HUMAN,32,32,31,1.0588,1.2595,1.6926,0.4189634965201356,0.145933450384871,0.2264014276998933
O76031,sp|O76031|CLPX_HUMAN,1,0,1,,,,,,
O76075,sp|O76075|DFFB_HUMAN,1,0,0,,,,,,
O76094,sp|O76094|SRP72_HUMAN,4,3,5,0.81183,0.98288,0.99123,-0.10679831336152143,0.289272862092429,0.3864732000591003
O94776,sp|O94776|MTA2_HUMAN,2,1,0,0.9032,,,,,
O94808,sp|O94808|GFPT2_HUMAN;sp|Q06210|GFPT1_HUMAN,1,0,0,,,,,,
Q06210,sp|O94808|GFPT2_HUMAN;sp|Q06210|GFPT1_HUMAN,1,0,0,,,,,,
O94822,sp|O94822|LTN1_HUMAN,0,1,0,,,,,,
O94832,sp|O94832|MYO1D_HUMAN,1,0,0,,,,,,
O94842,sp|O94842|TOX4_HUMAN,1,0,0,,,,,,
O94880,sp|O94880|PHF14_HUMAN,0,1,0,,,,,,
O94906,sp|O94906|PRP6_HUMAN,4,3,5,0.80041,1.0568,0.84214,-0.15235045073105968,0.27560302753682003,0.3727095932473493
O94973,sp|O94973|AP2A2_HUMAN,1,1,0,,,,,,
O94979,sp|O94979|SC31A_HUMAN,1,0,1,,,,,,
O95201,sp|O95201|RHIT_HUMAN,0,1,0,,,,,,
O95218,sp|O95218|ZRAB2_HUMAN,4,2,6,1.963,1.5637,1.1794,0.649569476018548,0.0657811262058528,0.1239208158003075
O95232,sp|O95232|LC7L3_HUMAN,2,2,1,,,,,,
O95239,sp|O95239|KIF4A_HUMAN,4,3,2,1.109,0.86386,0.9316,-0.04669253941112832,0.6855149266365388,0.7611737646934144
O95251,sp|O95251|KAT7_HUMAN,2,2,1,,,1.0181,,,
O95299,sp|O95299|NDUAA_HUMAN,3,4,6,0.67431,0.75944,0.98791,-0.3089661752208834,0.10857486768685579,0.17978481831439463
O95347,sp|O95347|SMC2_HUMAN,1,0,1,,,,,,
O95372,sp|O95372|LYPA2_HUMAN,5,3,3,2.0033,1.6529,1.0501,0.6496307864193431,0.11053307701919807,0.1816682255959097
O95373,sp|O95373|IPO7_HUMAN,9,9,10,1.0102,1.1204,0.87723,0.0037605286987452,0.9721629006148798,0.982520800621431
O95391,sp|O95391|SLU7_HUMAN,11,14,11,1.8688,1.7449,1.3725,0.7329782507848217,0.011339609952812628,0.035042691988157654
O95402,sp|O95402|MED26_HUMAN,1,2,2,,2.0502,,,,
O95433,sp|O95433|AHSA1_HUMAN,3,5,3,1.2386,1.1441,0.91364,0.13590255582180552,0.3639030936365323,0.467372638635701
O95453,sp|O95453|PARN_HUMAN,3,3,1,0.57734,0.82884,,,,
O95478,sp|O95478|NSA2_HUMAN,0,1,2,,,0.89469,,,
O95487,sp|O95487|SC24B_HUMAN,1,0,1,,,,,,
O95551,sp|O95551|TYDP2_HUMAN,13,10,8,1.9865,1.8553,1.3349,0.7870702128701743,0.021837112567871665,0.05866819101192574
O95696,sp|O95696|BRD1_HUMAN,1,0,1,,,,,,
O95707,sp|O95707|RPP29_HUMAN,3,4,3,0.80811,0.64869,0.65597,-0.5058267793167395,0.004709455152920434,0.02050964729841804
O95747,sp|O95747|OXSR1_HUMAN,1,0,0,,,,,,
O95782,sp|O95782|AP2A1_HUMAN,2,0,1,0.79565,0.74176,1.1305,-0.1692525016438334,0.4141325670287752,
O95785,sp|O95785|WIZ_HUMAN,1,1,1,,,,,,
O95793,sp|O95793|STAU1_HUMAN,13,17,20,1.8553,1.6637,1.5394,0.7537186239033903,0.001718631741031528,0.010765768641933347
O95801,sp|O95801|TTC4_HUMAN,3,3,3,1.7943,1.8425,0.61817,0.504186459391303,0.3550230912294639,0.4586290517049884
O95819,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,1,2,1,,0.90445,,,,
Q8N4C8,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,1,2,1,,0.90445,,,,
Q9UKE5,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,1,2,1,,0.90445,,,,
O95926,sp|O95926|SYF2_HUMAN,1,0,1,,,,,,
O95983,sp|O95983|MBD3_HUMAN,1,2,2,,1.0532,0.48355,,,
O96008,sp|O96008|TOM40_HUMAN,1,3,2,,1.0025,1.2321,,,
O96028,sp|O96028|NSD2_HUMAN,4,7,5,1.1368,1.3419,1.5607,0.4291785147040844,0.047305434782963035,0.09971685300281731
P00338,sp|P00338|LDHA_HUMAN,4,3,3,0.77041,0.91155,0.8185,-0.2627689743652163,0.015871722004114238,0.046021062928960056
P00403,sp|P00403|COX2_HUMAN,1,0,0,,,,,,
P04181,sp|P04181|OAT_HUMAN,0,0,2,,,1.0518,,,
P04264,sp|P04264|K2C1_HUMAN;CON__P04264,7,6,2,0.7356,0.84454,1.1212,-0.15128726685592486,0.43465025716092826,0.5237890576313182
P04406,sp|P04406|G3P_HUMAN,8,7,11,1.4812,1.0086,0.9696,0.20555933711578267,0.4043902277240946,0.49541533433357715
P04843,sp|P04843|RPN1_HUMAN,2,2,0,0.6074,0.82499,,,,
P05023,sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN,8,5,9,0.84152,0.97897,1.1868,0.0035014963522010693,0.981842880496745,0.9877934434088464
P13637,sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN,8,5,9,0.84152,0.97897,1.1868,0.0035014963522010693,0.981842880496745,0.9877934434088464
P05141,sp|P05141|ADT2_HUMAN,7,6,6,0.6275,0.67867,0.86161,-0.46874415040112877,0.017485111482303684,0.04982881555471951
P05165,sp|P05165|PCCA_HUMAN,1,2,3,,0.77205,0.78046,,,
P05388,sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,8,8,11,0.77378,0.6175,0.7494,-0.48689335045182824,0.004126926593432771,0.018983932123889987
Q8NHW5,sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,8,8,11,0.77378,0.6175,0.7494,-0.48689335045182824,0.004126926593432771,0.018983932123889987
P05455,sp|P05455|LA_HUMAN,2,3,1,,0.48788,,,,
P06737,sp|P06737|PYGL_HUMAN,2,1,3,1.1794,,1.2722,,,
P06748,sp|P06748|NPM_HUMAN,13,14,15,0.99045,0.86614,0.90358,-0.1202053748032112,0.09567419331216281,0.16586857535059038
P07305,sp|P07305|H10_HUMAN,4,3,2,1.0507,1.1391,2.0161,0.48745204806010045,0.26203937331436444,0.35801264172991354
P07355,sp|P07355|ANXA2_HUMAN;sp|A6NMY6|AXA2L_HUMAN,1,1,2,,,0.9159,,,
A6NMY6,sp|P07355|ANXA2_HUMAN;sp|A6NMY6|AXA2L_HUMAN,1,1,2,,,0.9159,,,
P07384,sp|P07384|CAN1_HUMAN,1,0,0,,,,,,
P07437,sp|P07437|TBB5_HUMAN,4,3,4,1.0245,1.0281,0.76763,-0.08914967627847765,0.525355513144042,0.6087889366974589
P07814,sp|P07814|SYEP_HUMAN,12,11,14,0.89371,0.89428,0.81176,-0.20658960481412572,0.008237151257389469,0.028193136262405192
P07900,sp|P07900|HS90A_HUMAN,6,8,6,0.61158,0.63794,0.895,-0.4843077299720887,0.03436851817183155,0.07735829174947847
P08237,sp|P08237|PFKAM_HUMAN,0,2,2,,0.89706,,,,
P08238,sp|P08238|HS90B_HUMAN,14,11,13,0.77339,0.73287,0.74642,-0.4133201117824366,3.086940920411477e-05,0.0013284663937959593
P08240,sp|P08240|SRPRA_HUMAN,5,3,6,0.76111,0.79141,0.74665,-0.3838493582450688,5.9667142742816614e-05,0.0019809491390615115
P08243,sp|P08243|ASNS_HUMAN,1,0,0,1.0912,,,,,
P08559,sp|P08559|ODPA_HUMAN,0,0,3,,,1.1825,,,
P08621,sp|P08621|RU17_HUMAN,1,2,3,,,1.5677,,,
P08708,sp|P08708|RS17_HUMAN,3,3,3,2.0268,1.4888,1.5965,0.7689535570216973,0.012809752667188593,0.0391034100232754
P09012,sp|P09012|SNRPA_HUMAN,6,6,3,0.63468,0.66311,0.73734,-0.5598415468365041,0.0004634792722993268,0.005495539942977732
P09234,sp|P09234|RU1C_HUMAN,1,2,2,,1.4185,1.1384,,,
P09429,sp|P09429|HMGB1_HUMAN,4,7,5,2.4072,2.0325,0.99489,0.8572086978656397,0.12709330656892076,0.20532835903105445
P09543,sp|P09543|CN37_HUMAN,0,0,1,,,,,,
P09651,sp|P09651|ROA1_HUMAN;sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|Q32P51|RA1L2_HUMAN,20,22,21,1.9774,1.7907,1.8698,0.9101953881869049,8.387938942146503e-05,0.00223009594815419
A0A2R8Y4L2,sp|P09651|ROA1_HUMAN;sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|Q32P51|RA1L2_HUMAN,20,22,21,1.9774,1.7907,1.8698,0.9101953881869049,8.387938942146503e-05,0.00223009594815419
Q32P51,sp|P09651|ROA1_HUMAN;sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|Q32P51|RA1L2_HUMAN,20,22,21,1.9774,1.7907,1.8698,0.9101953881869049,8.387938942146503e-05,0.00223009594815419
P09661,sp|P09661|RU2A_HUMAN,8,6,8,1.0108,1.0352,1.0117,0.02748436583902806,0.07372142003699104,0.1355984013976788
P09874,sp|P09874|PARP1_HUMAN,51,56,49,1.2595,1.0284,0.83553,0.05816869693175168,0.7539578413796476,0.8100776807056408
P09884,sp|P09884|DPOLA_HUMAN,1,1,0,,,,,,
Q71UI9,sp|Q71UI9|H2AV_HUMAN;sp|P0C0S5|H2AZ_HUMAN,1,0,1,,,1.5647,,,
P0C0S5,sp|Q71UI9|H2AV_HUMAN;sp|P0C0S5|H2AZ_HUMAN,1,0,1,,,1.5647,,,
Q99878,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
Q96KK5,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
Q9BTM1,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
Q16777,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
Q6FI13,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
P20671,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
P0C0S8,sp|Q99878|H2A1J_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|P20671|H2A1D_HUMAN;sp|P0C0S8|H2A1_HUMAN,0,0,1,,,,,,
P0CG40,sp|P0CG40|SP9_HUMAN,0,1,0,,,,,,
P0DMV9,sp|P0DMV9|HS71B_HUMAN;sp|P0DMV8|HS71A_HUMAN,9,10,11,0.84507,0.64946,0.56463,-0.5429065667012877,0.019488065340560922,0.05337462286349761
P0DMV8,sp|P0DMV9|HS71B_HUMAN;sp|P0DMV8|HS71A_HUMAN,9,10,11,0.84507,0.64946,0.56463,-0.5429065667012877,0.019488065340560922,0.05337462286349761
P10155,sp|P10155|RO60_HUMAN,1,0,1,,,,,,
P10244,sp|P10244|MYBB_HUMAN,1,0,1,,,,,,
P10412,sp|P10412|H14_HUMAN,2,2,1,0.55352,0.70959,1.0476,-0.37662629146288,0.19021883808913131,
P10599,sp|P10599|THIO_HUMAN,5,4,5,2.6553,2.388,1.8125,1.1923625224957646,0.006657498662546201,0.025893129490477357
P10809,sp|P10809|CH60_HUMAN,2,2,5,0.81294,,0.76327,,,
P11142,sp|P11142|HSP7C_HUMAN,16,17,14,0.35434,0.30108,0.28431,-1.6746442894720277,5.323971316969382e-06,0.0005050167077810956
P11387,sp|P11387|TOP1_HUMAN,31,33,36,0.56514,0.46462,0.7205,-0.7773932513213999,0.00500192771374487,0.02129025642260637
P11388,sp|P11388|TOP2A_HUMAN,34,35,38,1.0292,1.1605,1.3383,0.23388806017427755,0.12085378712951876,0.1971668664717456
P11474,sp|P11474|ERR1_HUMAN,0,1,1,,,,,,
P11498,sp|P11498|PYC_HUMAN,39,40,43,0.532,0.4985,0.3216,-1.1497606448340902,0.0010913525815698971,0.008468651417972465
P11586,sp|P11586|C1TC_HUMAN,6,7,5,1.1349,0.94142,0.95911,0.01693840288513476,0.8576561609260793,0.8982392600235278
P11908,sp|P11908|PRPS2_HUMAN,1,1,0,,,,,,
P12235,sp|P12235|ADT1_HUMAN,2,3,2,0.73447,0.87477,1.3411,-0.024081279111412255,0.9324048104610239,0.95429385142191
P12236,sp|P12236|ADT3_HUMAN,5,5,4,0.67701,0.7898,0.88279,-0.35254732994575455,0.021887253531520198,0.05866819101192574
P12956,sp|P12956|XRCC6_HUMAN,7,8,11,0.86489,0.62047,0.63772,-0.49880376611057875,0.020626057750426217,0.05612992764870085
P13010,sp|P13010|XRCC5_HUMAN,16,15,21,0.62961,0.5854,0.66921,-0.6709950780321345,0.00010467742657597845,0.0025427941691485343
P13051,sp|P13051|UNG_HUMAN,3,4,1,2.1289,2.2973,,,,
P13639,sp|P13639|EF2_HUMAN,25,20,23,0.79825,0.75112,0.67075,-0.4343248427376378,0.002210664133740447,0.013344372589124152
P13984,sp|P13984|T2FB_HUMAN,15,16,12,1.6983,1.3218,0.69378,0.30796470006596566,0.46226417003313913,0.5520564908309431
P14618,sp|P14618|KPYM_HUMAN,23,19,22,0.69211,0.77088,0.93521,-0.3230105221290025,0.04874979900763744,0.10211314366268537
P14625,sp|P14625|ENPL_HUMAN,1,0,2,,,0.70102,,,
P63162,sp|P63162|RSMN_HUMAN;sp|P14678|RSMB_HUMAN,4,4,2,0.80309,0.71416,0.6057,-0.4988921076227084,0.0068753602127280666,0.026237006788801358
P14678,sp|P63162|RSMN_HUMAN;sp|P14678|RSMB_HUMAN,4,4,2,0.80309,0.71416,0.6057,-0.4988921076227084,0.0068753602127280666,0.026237006788801358
P14866,sp|P14866|HNRPL_HUMAN,5,6,8,1.4063,1.4882,1.4926,0.5483050909470953,7.945021352427513e-05,0.00223009594815419
P14868,sp|P14868|SYDC_HUMAN,2,3,6,0.94801,0.89693,1.1613,0.0029976891679588335,0.9807348457168124,0.9877934434088464
P14923,sp|P14923|PLAK_HUMAN,1,1,1,,,0.87901,,,
P15170,sp|P15170|ERF3A_HUMAN,1,0,1,,,,,,
P15880,sp|P15880|RS2_HUMAN,14,17,15,0.88626,0.87921,0.81662,-0.2164232133638949,0.003255604290200995,0.017086507530413728
Q96QV6,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
P16104,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
Q93077,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
Q7L7L0,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
P04908,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
Q8IUE6,sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q8IUE6|H2A2B_HUMAN,1,1,1,,,,,,
P16383,sp|P16383|GCFC2_HUMAN,2,1,1,,,,,,
P16402,sp|P16402|H13_HUMAN,1,1,1,,,,,,
P16403,sp|P16403|H12_HUMAN,1,1,1,,,0.9945,,,
P16591,sp|P16591|FER_HUMAN,2,2,0,2.4936,1.6604,,,,
P16615,sp|P16615|AT2A2_HUMAN,13,11,12,0.8148,0.78398,0.92698,-0.2482449412709225,0.02200057162947215,0.05866819101192574
P16949,sp|P16949|STMN1_HUMAN;sp|Q93045|STMN2_HUMAN,1,0,1,,,,,,
Q93045,sp|P16949|STMN1_HUMAN;sp|Q93045|STMN2_HUMAN,1,0,1,,,,,,
P17028,sp|P17028|ZNF24_HUMAN,6,8,6,0.89709,0.80656,0.78609,-0.2689674091489106,0.007558272743172676,0.027404445158225692
P17066,sp|P17066|HSP76_HUMAN;sp|P48741|HSP77_HUMAN,1,1,1,,,,,,
P48741,sp|P17066|HSP76_HUMAN;sp|P48741|HSP77_HUMAN,1,1,1,,,,,,
P17098,sp|P17098|ZNF8_HUMAN,3,3,1,0.65937,0.79052,,,,
P17152,sp|P17152|TMM11_HUMAN,0,1,1,,,,,,
P17275,sp|P17275|JUNB_HUMAN,2,0,0,,,,,,
P17480,sp|P17480|UBF1_HUMAN,14,13,13,1.0079,0.8187,0.77171,-0.2073889341454627,0.13720411599701873,0.21567852268613
P17482,sp|P17482|HXB9_HUMAN,2,2,2,2.0039,2.2338,,,,
P17509,sp|P17509|HXB6_HUMAN,1,2,1,,2.0011,,,,
P17612,sp|P17612|KAPCA_HUMAN,1,1,1,,,,,,
P17812,sp|P17812|PYRG1_HUMAN,9,8,6,0.93745,1.0667,0.81944,-0.08743188375140046,0.4564643430944382,0.5461122951616342
P17844,sp|P17844|DDX5_HUMAN,28,27,27,1.7022,1.4722,1.0134,0.4812300432911044,0.1221719064980135,0.1983426550481197
P17858,sp|P17858|PFKAL_HUMAN,2,1,0,0.65601,,,,,
P17980,sp|P17980|PRS6A_HUMAN,4,5,6,0.67457,0.47273,0.45191,-0.9076031021995007,0.0027678511170016957,0.015463741302964898
P17987,sp|P17987|TCPA_HUMAN,15,18,18,0.58326,0.62412,0.86962,-0.5304612845385955,0.026281411626663025,0.06542681658286476
P18085,sp|P18085|ARF4_HUMAN,1,1,1,,,,,,
P18124,sp|P18124|RL7_HUMAN,5,8,4,0.58088,0.68401,0.80512,-0.53532476347213,0.008751390357832423,0.028766946522775883
P18583,sp|P18583|SON_HUMAN,14,13,8,1.1053,1.3056,1.1012,0.2273714225832586,0.06463893474506925,0.1239208158003075
