Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
P18615,sp|P18615|NELFE_HUMAN,5,4,3,2.0182,1.5684,1.8622,0.8609760365681101,0.0034616246120093255,0.017957177674798375
P18621,sp|P18621|RL17_HUMAN,9,9,9,1.0367,0.95925,0.84508,-0.07854843490200449,0.39494213195796296,0.48750984235705375
P18754,sp|P18754|RCC1_HUMAN,1,1,2,,,1.0956,,,
P19338,sp|P19338|NUCL_HUMAN,37,34,33,1.2505,1.2414,0.98789,0.21403774354245428,0.13666089564281794,0.21567852268613
P19525,sp|P19525|E2AK2_HUMAN,3,1,1,0.99345,,,,,
P19784,sp|P19784|CSK22_HUMAN,4,1,3,0.72466,,,,,
P19793,sp|P19793|RXRA_HUMAN,2,4,1,2.3782,1.8893,,,,
P20382,sp|P20382|MCH_HUMAN,0,1,1,,,,,,
P20585,sp|P20585|MSH3_HUMAN,2,0,1,1.0597,,,,,
P20618,sp|P20618|PSB1_HUMAN,1,0,1,,,,,,
P21127,sp|P21127|CD11B_HUMAN;sp|Q9UQ88|CD11A_HUMAN,7,6,9,1.5615,1.6846,1.2936,0.5976344613737262,0.011276831926178402,0.035042691988157654
Q9UQ88,sp|P21127|CD11B_HUMAN;sp|Q9UQ88|CD11A_HUMAN,7,6,9,1.5615,1.6846,1.2936,0.5976344613737262,0.011276831926178402,0.035042691988157654
P21283,sp|P21283|VATC1_HUMAN,1,2,0,,1.4223,,,,
P21333,sp|P21333|FLNA_HUMAN,3,3,5,1.0813,0.52572,0.97221,-0.21802207111317265,0.45559782612140765,0.5460594883476799
Q8IZX4,sp|Q8IZX4|TAF1L_HUMAN;sp|P21675|TAF1_HUMAN,0,1,1,,,,,,
P21675,sp|Q8IZX4|TAF1L_HUMAN;sp|P21675|TAF1_HUMAN,0,1,1,,,,,,
P21796,sp|P21796|VDAC1_HUMAN,0,0,1,,,0.77022,,,
P22087,sp|P22087|FBRL_HUMAN,10,10,9,0.72748,0.86902,1.1233,-0.141461933663464,0.46513331140826947,0.5544856710504326
P22102,sp|P22102|PUR2_HUMAN,15,8,8,1.007,1.0107,0.87949,-0.05030819993426563,0.4713723179416971,0.5599127354441625
P22234,sp|P22234|PUR6_HUMAN,1,1,2,0.75335,,0.53511,,,
P22626,sp|P22626|ROA2_HUMAN,15,14,16,1.8717,1.7808,2.0255,0.9204203483411485,0.00023560491233222974,0.004128068564716571
P22695,sp|P22695|QCR2_HUMAN,1,1,0,,,,,,
P23193,sp|P23193|TCEA1_HUMAN,5,3,3,2.2711,2.1537,1.8198,1.0576466617448343,0.0013236022773249075,0.009349701193018495
P23246,sp|P23246|SFPQ_HUMAN,14,14,12,1.4383,1.228,1.1538,0.34864790393143247,0.03263811474539573,0.07507191387852219
P23258,sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN,3,4,4,1.1327,0.94679,0.94012,0.009399728498339291,0.9224925834199886,0.9497508309602182
Q9NRH3,sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN,3,4,4,1.1327,0.94679,0.94012,0.009399728498339291,0.9224925834199886,0.9497508309602182
P23381,sp|P23381|SYWC_HUMAN,1,1,1,,,0.8879,,,
P23396,sp|P23396|RS3_HUMAN,17,17,17,0.78021,0.81369,0.76069,-0.34948663258694396,0.0001552592311985139,0.0031240039247216133
Q9Y281,sp|Q9Y281|COF2_HUMAN;sp|P23528|COF1_HUMAN,0,0,1,,,,,,
P23528,sp|Q9Y281|COF2_HUMAN;sp|P23528|COF1_HUMAN,0,0,1,,,,,,
P23588,sp|P23588|IF4B_HUMAN,6,5,7,2.5259,2.2713,1.3983,1.0462582172237267,0.03553851837530207,0.07918649731946502
P24539,sp|P24539|AT5F1_HUMAN,1,0,1,,,,,,
P24928,sp|P24928|RPB1_HUMAN,1,0,1,,,,,,
P25205,sp|P25205|MCM3_HUMAN,9,4,5,0.78872,0.83432,0.83093,-0.28984488868683445,0.00024246185846979858,0.004128068564716571
P25440,sp|P25440|BRD2_HUMAN,3,5,2,2.1554,1.9108,2.8743,1.2100770989032086,0.010476645917424511,0.033444677351778244
P25685,sp|P25685|DNJB1_HUMAN,3,2,2,2.4688,,1.7317,,,
P25705,sp|P25705|ATPA_HUMAN,12,15,12,0.89877,0.8735,1.0785,-0.07361085332345631,0.4838322132171239,0.5716451771817976
P25789,sp|P25789|PSA4_HUMAN,5,5,4,1.4484,1.0628,0.72982,0.11148542268430099,0.7184953857749545,0.7859652984424543
P26196,sp|P26196|DDX6_HUMAN,0,1,1,,,,,,
P26358,sp|P26358|DNMT1_HUMAN,1,1,2,,,,,,
P26368,sp|P26368|U2AF2_HUMAN,9,7,7,2.1905,1.6111,1.3975,0.7932994037030514,0.03642232006247659,0.08034691203150982
P26373,sp|P26373|RL13_HUMAN,6,8,8,1.0523,1.1716,0.80518,0.013917180442553934,0.9327360083928007,0.95429385142191
P26599,sp|P26599|PTBP1_HUMAN,5,8,7,1.5522,1.4858,1.3685,0.5546707043933775,0.0009484933256554907,0.007872494602940573
P26639,sp|P26639|SYTC_HUMAN,3,1,2,0.82762,,0.67015,,,
P26640,sp|P26640|SYVC_HUMAN,9,6,5,0.96924,1.1013,0.94027,0.005189167584995414,0.945529050770219,0.964410583274079
P26641,sp|P26641|EF1G_HUMAN,9,10,11,0.8858,0.84973,0.8968,-0.1886221379702053,0.0009952011515192343,0.008158192155663846
P27348,sp|P27348|1433T_HUMAN,0,0,1,,,,,,
P27635,sp|P27635|RL10_HUMAN,8,9,8,0.93611,0.93217,0.8037,-0.1670532915651807,0.06578596109701783,0.1239208158003075
P27694,sp|P27694|RFA1_HUMAN,2,1,4,0.75125,,0.72494,,,
P27708,sp|P27708|PYR1_HUMAN,9,10,7,1.1057,0.94478,0.79391,-0.07684321139987682,0.5953517418538914,0.677817464101882
P28288,sp|P28288|ABCD3_HUMAN,7,8,7,0.69699,0.89831,1.0019,-0.20800538624342868,0.20801333786826376,0.29817347506697717
P28370,sp|P28370|SMCA1_HUMAN,4,1,2,0.94787,,,,,
P28715,sp|P28715|ERCC5_HUMAN,0,1,1,,,,,,
P29083,sp|P29083|T2EA_HUMAN,3,1,1,0.90318,,,,,
P29084,sp|P29084|T2EB_HUMAN,8,7,6,2.2233,2.0408,1.7648,1.0069322991968086,0.0016278446884961395,0.010494066729722685
P29375,sp|P29375|KDM5A_HUMAN,3,2,1,0.9765,1.2044,,,,
P30041,sp|P30041|PRDX6_HUMAN,6,6,7,2.0656,1.8565,1.0215,0.7205995148993282,0.11205119661905281,0.1837086285309903
P30050,sp|P30050|RL12_HUMAN,4,3,4,0.57148,0.52893,0.87335,-0.6040159252429338,0.03433739737103483,0.07735829174947847
P30153,sp|P30153|2AAA_HUMAN;sp|P30154|2AAB_HUMAN,0,1,1,,,,,,
P30154,sp|P30153|2AAA_HUMAN;sp|P30154|2AAB_HUMAN,0,1,1,,,,,,
P30414,sp|P30414|NKTR_HUMAN,10,13,12,1.4784,1.5912,1.1138,0.4797134485939327,0.05200290263952681,0.10624593031583324
P30536,sp|P30536|TSPO_HUMAN,1,1,1,,,,,,
P30876,sp|P30876|RPB2_HUMAN,3,3,3,1.0539,,0.76925,,,
P31271,sp|P31271|HXA13_HUMAN,0,1,0,,,,,,
P31689,sp|P31689|DNJA1_HUMAN,0,0,3,,,1.1469,,,
P31942,sp|P31942|HNRH3_HUMAN,3,2,4,2.0514,1.4982,1.8672,0.8524783236423867,0.007742815485455289,0.027641018722270497
P31943,sp|P31943|HNRH1_HUMAN,3,3,4,0.99099,1.0845,1.1204,0.09125525197978705,0.1657347444313825,0.2501087961419045
P32969,sp|P32969|RL9_HUMAN,10,10,10,0.66162,0.80721,0.8066,-0.398823295960307,0.007558645653215479,0.027404445158225692
P33947,sp|P33947|ERD22_HUMAN,1,0,0,,,,,,
P33991,sp|P33991|MCM4_HUMAN,5,7,5,0.61554,0.73848,0.72662,-0.5279351344676121,0.0014385511650694008,0.009746918098021246
P33992,sp|P33992|MCM5_HUMAN,2,4,7,0.73542,0.97616,0.96183,-0.16628139130806685,0.2351396655648605,0.3287005009159313
P33993,sp|P33993|MCM7_HUMAN,9,9,13,0.74737,0.80538,0.86801,-0.3095024465694035,0.005180986545487016,0.021911943096836806
P35222,sp|P35222|CTNB1_HUMAN,0,0,1,,,,,,
P35232,sp|P35232|PHB1_HUMAN,1,2,3,,0.90014,0.81299,,,
P35250,sp|P35250|RFC2_HUMAN,2,3,1,,0.81517,,,,
P35251,sp|P35251|RFC1_HUMAN,9,13,7,0.98979,0.84306,0.98748,-0.08909852195901133,0.284718182065259,0.38269812326180563
P35268,sp|P35268|RL22_HUMAN,2,2,1,0.85884,0.95231,,,,
P35269,sp|P35269|T2FA_HUMAN,2,4,2,,1.2942,,,,
P35453,sp|P35453|HXD13_HUMAN,1,1,1,,,,,,
P35579,sp|P35579|MYH9_HUMAN,5,8,9,0.79321,0.73852,0.71644,-0.41621136868372843,0.00039053689374532127,0.0048927641027715725
P35580,sp|P35580|MYH10_HUMAN,4,1,2,0.57707,,1.0239,,,
P35606,sp|P35606|COPB2_HUMAN,2,4,3,1.2409,0.75078,0.60368,-0.20902783335481243,0.5223839695616368,0.6064037688617602
P35637,sp|P35637|FUS_HUMAN,3,3,4,2.1341,1.5023,1.7337,0.8399864530688268,0.012838167748605477,0.0391034100232754
P35659,sp|P35659|DEK_HUMAN,0,1,0,,,,,,
P36404,sp|P36404|ARL2_HUMAN,1,2,2,,,1.0958,,,
P36406,sp|P36406|TRI23_HUMAN,1,0,0,,,,,,
P36542,sp|P36542|ATPG_HUMAN,1,4,2,,0.90405,,,,
P36578,sp|P36578|RL4_HUMAN,15,17,15,0.99505,0.9404,0.91372,-0.07442079592848373,0.10360201467352168,0.17504258967740047
P36776,sp|P36776|LONM_HUMAN,0,0,2,,,0.89038,,,
P36873,sp|P36873|PP1G_HUMAN,2,3,1,1.5667,1.39,1.7067,0.6364196804613494,0.0037631906273695955,
P36915,sp|P36915|GNL1_HUMAN,1,1,1,,,,,,
P37108,sp|P37108|SRP14_HUMAN,1,2,3,,1.2981,1.7051,,,
P37802,sp|P37802|TAGL2_HUMAN,12,14,13,2.5829,2.1886,1.8746,1.1475454998650196,0.004049672715616246,0.018936497768797092
P37840,sp|P37840|SYUA_HUMAN,1,3,0,,1.6773,,,,
P38159,sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN,2,3,5,1.8741,1.4473,2.0456,0.8391533873898211,0.011372481421336376,0.035042691988157654
Q96E39,sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN,2,3,5,1.8741,1.4473,2.0456,0.8391533873898211,0.011372481421336376,0.035042691988157654
P38398,sp|P38398|BRCA1_HUMAN,5,6,7,0.91849,0.59877,0.68371,-0.4468230198016324,0.04953392113325066,0.10246269044385807
P38432,sp|P38432|COIL_HUMAN,11,13,14,0.87471,0.73727,0.77355,-0.33065267120921715,0.007593090421146486,0.027404445158225692
P38919,sp|P38919|IF4A3_HUMAN,6,10,9,0.7727,0.78885,0.89,-0.2912683146568334,0.0075940028751709755,0.027404445158225692
P39023,sp|P39023|RL3_HUMAN,10,13,12,0.76627,0.77902,0.86971,-0.31293931166010763,0.003910485521072007,0.018826468146677516
P39210,sp|P39210|MPV17_HUMAN,1,1,1,,,,,,
P39748,sp|P39748|FEN1_HUMAN,4,3,2,1.3293,1.1353,0.97049,0.19538539769710003,0.23447778422788068,0.32846676946690456
P40227,sp|P40227|TCPZ_HUMAN,10,9,9,0.78531,0.74834,1.0795,-0.19917256012560386,0.2858254326742401,0.38341027736504124
P40429,sp|P40429|RL13A_HUMAN,1,1,1,,,,,,
P40616,sp|P40616|ARL1_HUMAN,1,1,1,0.80926,1.0072,0.90885,-0.13854215706075773,0.18432341215594047,
P40692,sp|P40692|MLH1_HUMAN,2,0,1,,,,,,
P40763,sp|P40763|STAT3_HUMAN,1,1,1,,,,,,
P40818,sp|P40818|UBP8_HUMAN,1,1,0,,,,,,
P40937,sp|P40937|RFC5_HUMAN,2,1,3,0.78707,,0.8249,,,
P40938,sp|P40938|RFC3_HUMAN,1,2,2,,,,,,
P41091,sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN,5,4,6,0.79087,0.95114,0.82047,-0.22742175620587027,0.04147230431616791,0.08969905558936643
Q2VIR3,sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN,5,4,6,0.79087,0.95114,0.82047,-0.22742175620587027,0.04147230431616791,0.08969905558936643
P41214,sp|P41214|EIF2D_HUMAN,1,1,1,,,,,,
P41223,sp|P41223|BUD31_HUMAN,1,1,1,,,,,,
P41240,sp|P41240|CSK_HUMAN;sp|P42679|MATK_HUMAN,0,1,1,,,,,,
P42679,sp|P41240|CSK_HUMAN;sp|P42679|MATK_HUMAN,0,1,1,,,,,,
P41252,sp|P41252|SYIC_HUMAN,14,16,18,0.92194,0.95691,0.8675,-0.12744700375490248,0.031369240166155034,0.07305980256130064
P42166,sp|P42166|LAP2A_HUMAN,3,2,1,,1.1524,,,,
P42167,sp|P42167|LAP2B_HUMAN,9,8,9,1.6215,1.3077,1.2969,0.4943644046958497,0.01846715452713484,0.05173920086927229
P42285,sp|P42285|MTREX_HUMAN,7,5,5,1.0458,0.89536,0.92906,-0.06380117819485097,0.3963157214329801,0.4882256753831146
P42345,sp|P42345|MTOR_HUMAN,2,0,3,0.7285,,0.89541,,,
P42356,sp|P42356|PI4KA_HUMAN,1,0,1,,,,,,
P42677,sp|P42677|RS27_HUMAN,2,2,1,0.80242,0.88718,0.71728,-0.31779828567258017,0.015719900285409618,
P42695,sp|P42695|CNDD3_HUMAN,4,4,4,0.82852,0.82949,0.76721,-0.3068468756842107,0.000743647050905674,0.007280704509572382
P42696,sp|P42696|RBM34_HUMAN,16,16,20,1.6345,1.5723,1.8606,0.7562832131283767,0.001410709418928092,0.009746918098021246
P42704,sp|P42704|LPPRC_HUMAN,4,2,12,0.76018,0.92902,1.124,-0.09275037830269803,0.5854722001064229,0.6679614104306955
P42766,sp|P42766|RL35_HUMAN,1,1,1,,,,,,
P43243,sp|P43243|MATR3_HUMAN,12,15,17,0.90437,0.90177,0.96075,-0.11669721116758222,0.015625168773188237,0.045504877479811356
P43246,sp|P43246|MSH2_HUMAN,5,4,3,0.87035,0.86335,0.49348,-0.4297443397156862,0.10728149138254574,0.17853360971932422
P43490,sp|P43490|NAMPT_HUMAN,2,2,1,,0.77263,,,,
P43694,sp|P43694|GATA4_HUMAN,1,2,0,,1.2951,,,,
P45880,sp|P45880|VDAC2_HUMAN,4,6,8,0.6613,0.69403,0.84941,-0.4443539686694943,0.010271164080691652,0.03294711569845052
P45973,sp|P45973|CBX5_HUMAN,4,5,3,1.0603,1.0324,1.6613,0.3234661494476309,0.2877201433431618,0.3851737402819747
P46013,sp|P46013|KI67_HUMAN,89,109,101,0.96905,0.75652,0.90499,-0.18959254408496387,0.12205268476121563,0.1983426550481197
P46060,sp|P46060|RAGP1_HUMAN,0,0,1,,,,,,
P46063,sp|P46063|RECQ1_HUMAN,14,16,5,1.8236,1.7848,0.8392,0.568064542743667,0.20819792262115847,0.29817347506697717
P46087,sp|P46087|NOP2_HUMAN,24,24,30,0.89675,0.85781,1.185,-0.029362275361458825,0.8547188569349641,0.8965771263899149
P46100,sp|P46100|ATRX_HUMAN,1,0,1,,,,,,
P46734,sp|P46734|MP2K3_HUMAN,1,2,0,,1.0881,,,,
P46736,sp|P46736|BRCC3_HUMAN,2,1,3,0.82571,,0.8475,,,
P46776,sp|P46776|RL27A_HUMAN,1,0,1,,,,,,
P46777,sp|P46777|RL5_HUMAN,11,12,12,0.93284,0.76612,0.75385,-0.2905270167947211,0.03419598349070726,0.07735829174947847
P46778,sp|P46778|RL21_HUMAN,1,3,2,,0.7645,0.78978,,,
P46779,sp|P46779|RL28_HUMAN,1,0,0,,,,,,
P46781,sp|P46781|RS9_HUMAN,7,9,9,0.78972,0.77378,0.85087,-0.3133157159865171,0.001146109666720488,0.0086479183943455
P46782,sp|P46782|RS5_HUMAN,3,4,3,0.87365,1.3166,1.0731,0.12139122657540563,0.5307589640642344,0.6129112211106985
P46783,sp|P46783|RS10_HUMAN,1,1,1,,,,,,
P46940,sp|P46940|IQGA1_HUMAN,3,2,1,1.2365,,,,,
P46977,sp|P46977|STT3A_HUMAN,6,3,2,0.65052,0.72988,0.98117,-0.3452162012453268,0.09960311346475849,0.1704548127335042
P47756,sp|P47756|CAPZB_HUMAN,0,1,1,,,,,,
P47897,sp|P47897|SYQ_HUMAN,1,1,3,,,0.81267,,,
P47914,sp|P47914|RL29_HUMAN,1,1,2,0.8422,0.70607,0.95294,-0.26233631035948385,0.08034713461423265,
P48444,sp|P48444|COPD_HUMAN,4,2,6,0.96429,0.57375,0.80851,-0.3544212992582318,0.1274175183009788,0.2053525052229367
P48552,sp|P48552|NRIP1_HUMAN,1,1,1,,,,,,
P48643,sp|P48643|TCPE_HUMAN,1,1,4,,,,,,
P48651,sp|P48651|PTSS1_HUMAN,2,1,2,0.83001,,0.99,,,
P48729,sp|P48729|KC1A_HUMAN;sp|Q8N752|KC1AL_HUMAN,1,1,1,,,,,,
Q8N752,sp|P48729|KC1A_HUMAN;sp|Q8N752|KC1AL_HUMAN,1,1,1,,,,,,
P48730,sp|P48730|KC1D_HUMAN,0,0,1,,,,,,
P48735,sp|P48735|IDHP_HUMAN,0,0,1,,,,,,
P49207,sp|P49207|RL34_HUMAN,1,1,1,,,,,,
P49327,sp|P49327|FAS_HUMAN,13,13,20,0.79662,0.80832,0.75184,-0.3481454081163104,0.0002387942486622062,0.004128068564716571
P49368,sp|P49368|TCPG_HUMAN,15,16,12,0.64967,0.77542,0.82406,-0.4155826203792051,0.008540644984719105,0.028625667345943896
P49411,sp|P49411|EFTU_HUMAN,15,17,15,0.69123,0.66246,1.0343,-0.3291657055676072,0.1628240747067365,0.24683832329971012
P49458,sp|P49458|SRP09_HUMAN,0,1,0,,,,,,
P49642,sp|P49642|PRI1_HUMAN,2,1,0,1.1068,,,,,
P49643,sp|P49643|PRI2_HUMAN,1,0,0,,,,,,
P49674,sp|P49674|KC1E_HUMAN,1,0,1,,,,,,
P49736,sp|P49736|MCM2_HUMAN,3,2,5,0.69785,0.78771,0.6428,-0.49522030557379104,0.00233907252034613,0.013991849196672089
P49756,sp|P49756|RBM25_HUMAN,9,10,10,1.4429,1.3477,0.92289,0.3078131925831114,0.21101247474997656,0.3013167381376009
P49761,sp|P49761|CLK3_HUMAN,1,2,1,,0.77254,,,,
P49790,sp|P49790|NU153_HUMAN,7,9,9,0.64572,0.50419,0.79432,-0.6257636026459337,0.013679434798997829,0.04100846602204102
P49792,sp|P49792|RBP2_HUMAN,2,3,5,0.77103,0.77465,0.82852,-0.3375210295767485,0.00035917411818322804,0.0046763061661502636
P49915,sp|P49915|GUAA_HUMAN,0,2,0,,,,,,
P49916,sp|P49916|DNLI3_HUMAN,5,4,9,1.0104,0.87865,0.83488,-0.13927287150863982,0.15599630496685232,0.23977209837497673
P49959,sp|P49959|MRE11_HUMAN,17,18,11,0.9964,0.88387,0.3976,-0.3972770871725167,0.2603426026598752,0.35642781065187035
P50402,sp|P50402|EMD_HUMAN,1,2,0,,1.4215,,,,
P50454,sp|P50454|SERPH_HUMAN,3,4,5,0.6694,0.88272,0.81355,-0.34271366227932953,0.02817298164007513,0.06877521988606576
Q9UQ16,sp|Q9UQ16|DYN3_HUMAN;sp|P50570|DYN2_HUMAN,1,1,2,,,1.7831,,,
P50570,sp|Q9UQ16|DYN3_HUMAN;sp|P50570|DYN2_HUMAN,1,1,2,,,1.7831,,,
P50613,sp|P50613|CDK7_HUMAN,1,1,0,,,,,,
P50750,sp|P50750|CDK9_HUMAN,2,2,0,1.2792,1.4839,,,,
P50914,sp|P50914|RL14_HUMAN,4,4,4,1.0355,0.79701,0.86253,-0.1546558149888738,0.2262165649055745,0.32027249274477926
P50990,sp|P50990|TCPQ_HUMAN,32,28,24,0.71609,0.56702,0.30038,-0.9218547441829431,0.01779356301095808,0.05006324508167867
P50991,sp|P50991|TCPD_HUMAN,13,15,11,0.75245,0.79255,0.9502,-0.26580704289645357,0.049412777928813365,0.10246269044385807
P51003,sp|P51003|PAPOA_HUMAN,0,0,1,,,,,,
P51114,sp|P51114|FXR1_HUMAN,1,1,2,,,,,,
P51532,sp|P51532|SMCA4_HUMAN,1,2,1,0.97123,0.89373,1.0573,-0.03787795706866972,0.6124969250885843,
P51571,sp|P51571|SSRD_HUMAN,3,3,3,0.9983,0.99212,1.0416,0.015316769214515205,0.5305864253791265,0.6129112211106985
P51608,sp|P51608|MECP2_HUMAN,4,5,7,,1.523,1.9113,,,
P51610,sp|P51610|HCFC1_HUMAN,6,4,6,0.62719,0.47581,0.54748,-0.8620768441816938,0.0005032468783296387,0.00576130908984276
P51617,sp|P51617|IRAK1_HUMAN,0,0,1,,,,,,
P51665,sp|P51665|PSMD7_HUMAN,0,0,1,,,,,,
P51858,sp|P51858|HDGF_HUMAN,1,3,2,,1.9976,1.1637,,,
P51948,sp|P51948|MAT1_HUMAN,1,2,0,,,,,,
P51991,sp|P51991|ROA3_HUMAN,15,13,15,1.6246,1.6064,1.8398,0.7572508727371665,0.0007723363298984694,0.0073261617578940525
P52272,sp|P52272|HNRPM_HUMAN,38,36,31,0.76813,0.583,0.53142,-0.6722743177394394,0.006592611092876027,0.025893129490477357
P52292,sp|P52292|IMA1_HUMAN,10,8,7,1.0507,1.0405,0.87509,-0.016302850632723263,0.8531131813123113,0.8965771263899149
P52294,sp|P52294|IMA5_HUMAN,3,5,2,0.88736,1.2101,0.75516,-0.07267492366784781,0.7345647233368942,0.795678591020714
P52434,sp|P52434|RPAB3_HUMAN,1,0,1,,,,,,
P52594,sp|P52594|AGFG1_HUMAN,2,3,2,2.0402,1.9061,0.77022,0.6527602846161542,0.22853678380594103,0.32150089925242553
P52597,sp|P52597|HNRPF_HUMAN,12,10,12,1.3713,1.0211,0.37058,-0.11873738156939367,0.8008940058963417,0.8481556936446107
P52655,sp|P52655|TF2AA_HUMAN,0,2,1,,,,,,
P52701,sp|P52701|MSH6_HUMAN,9,10,10,1.001,0.99172,0.81403,-0.0960619334230985,0.349367075994334,0.45397209092023044
P52756,sp|P52756|RBM5_HUMAN,3,4,1,1.1023,0.90669,0.72987,-0.13138697782054068,0.46372940258472145,
P52789,sp|P52789|HXK2_HUMAN,2,2,2,1.2058,0.74652,0.63009,-0.21624443035927685,0.4726553520390687,0.5604342031320386
P52948,sp|P52948|NUP98_HUMAN,2,2,3,,,0.77624,,,
P53007,sp|P53007|TXTP_HUMAN,4,4,6,0.62044,0.75074,0.91965,-0.38909209893448127,0.05248409076760516,0.10690011125671725
P53350,sp|P53350|PLK1_HUMAN,1,1,2,,0.93973,,,,
P53396,sp|P53396|ACLY_HUMAN,0,0,1,,,,,,
P53582,sp|P53582|MAP11_HUMAN,0,1,0,,,,,,
P53618,sp|P53618|COPB_HUMAN,15,14,16,0.93537,0.94186,0.80719,-0.1603520897966445,0.07443503585964485,0.1365327729580226
P53621,sp|P53621|COPA_HUMAN,15,17,19,0.74289,0.76715,0.85068,-0.34573556401127237,0.002845459944876934,0.015744878361652368
P53985,sp|P53985|MOT1_HUMAN,1,2,1,,0.89488,,,,
P53999,sp|P53999|TCP4_HUMAN,2,1,1,2.6262,,,,,
P54132,sp|P54132|BLM_HUMAN,13,15,14,0.91993,0.83386,0.98182,-0.1330999324750447,0.10916692273779353,0.18031551417386793
P54136,sp|P54136|SYRC_HUMAN,14,12,17,0.98619,1.0691,0.83171,-0.055391393147261575,0.616909541977838,0.6954633885794302
P54277,sp|P54277|PMS1_HUMAN,3,1,5,0.64342,,0.3628,,,
P54577,sp|P54577|SYYC_HUMAN,5,5,5,0.90989,0.90338,0.73553,-0.23514432874529573,0.05784924897533654,0.11550072419875788
P54886,sp|P54886|P5CS_HUMAN,10,9,10,0.85986,0.80962,0.90623,-0.21999233161405715,0.007131234748954845,0.02690420382560237
P55060,sp|P55060|XPO2_HUMAN,16,18,13,1.0174,0.97163,0.89106,-0.05884860553796692,0.33999163860368187,0.44352543817847695
P55081,sp|P55081|MFAP1_HUMAN,5,9,6,1.4249,1.0536,0.87405,0.16029634795270414,0.5088489473455002,0.5938061529655749
P55196,sp|P55196|AFAD_HUMAN,1,1,1,0.7604,,,,,
P55209,sp|P55209|NP1L1_HUMAN,1,0,1,,,,,,
P55265,sp|P55265|DSRAD_HUMAN,26,31,31,0.78965,0.65896,0.54282,-0.5911577317535532,0.00920227597483564,0.02995250611417091
P55786,sp|P55786|PSA_HUMAN,2,3,5,0.84865,0.96396,0.96713,-0.11001255239554081,0.13270717113541036,0.21080756371749398
P55795,sp|P55795|HNRH2_HUMAN,3,3,1,1.0147,1.2162,,,,
Q6EEV6,sp|Q6EEV6|SUMO4_HUMAN;sp|P61956|SUMO2_HUMAN;sp|P55854|SUMO3_HUMAN,1,1,0,,,,,,
P61956,sp|Q6EEV6|SUMO4_HUMAN;sp|P61956|SUMO2_HUMAN;sp|P55854|SUMO3_HUMAN,1,1,0,,,,,,
P55854,sp|Q6EEV6|SUMO4_HUMAN;sp|P61956|SUMO2_HUMAN;sp|P55854|SUMO3_HUMAN,1,1,0,,,,,,
P55884,sp|P55884|EIF3B_HUMAN,3,4,2,0.66948,0.68007,0.7529,-0.5128910096865319,0.0003365484476349622,0.004560574882237038
P56134,sp|P56134|ATPK_HUMAN,1,0,1,,,,,,
P56182,sp|P56182|RRP1_HUMAN,4,3,3,1.3556,1.6772,1.8756,0.7102903225465367,0.013710661832670341,0.04100846602204102
P56192,sp|P56192|SYMC_HUMAN,12,11,14,1.0325,0.95518,0.93444,-0.03794707554000885,0.4333631881274366,0.5231875580302144
P56270,sp|P56270|MAZ_HUMAN,4,4,6,1.9673,1.8024,1.7363,0.8760421092123181,0.00026235118707484435,0.004172857944182736
P57088,sp|P57088|TMM33_HUMAN,5,5,5,0.67882,0.69168,0.84537,-0.43708925645354146,0.008129292415901032,0.028113802938324405
P57678,sp|P57678|GEMI4_HUMAN,5,3,1,1.0478,0.86424,,,,
P57721,sp|P57721|PCBP3_HUMAN,1,1,1,1.5642,1.5721,,,,
P57737,sp|P57737|CORO7_HUMAN,0,0,1,,,,,,
P57740,sp|P57740|NU107_HUMAN,4,4,5,0.77783,0.87592,0.92954,-0.2157528913042548,0.03528006651983532,0.07914177084179275
